post_id,user_id,timestamp,parent_id,parent_user_id,parent_bloc,bloc,ideology,candidate,frame,strategy,emotion,sentiment,adversary_target,text,is_attack,is_reply,thread_depth,comment_position,time_of_day,day_of_week,is_weekend,campaign_phase,pre_first_round
post_001741,user_04468,2025-09-21,,,,Right-Radical-Conservative,0.5664117991082918,Jara,constitution/process,identity-boundary,hope,positive,government,"This is about our values, not government's agenda. | Jara must act! | constitution process democracy | hope optimistic confident",0,0,0,0,0,6,1,pre-break,1
post_001743,user_04327,2025-09-21,,,,Left,0.6304002911705497,Kast,constitution/process,call-to-action,joy,positive,migrants,Everyone needs to vote against migrants. | Kast must act! | constitution process democracy | great excellent fantastic,0,0,0,0,0,6,1,pre-break,1
post_001745,user_00229,2025-09-21,,,,Right-Radical-Conservative,0.8707941999869914,Matthei,corruption,defense,anger,negative,the right,Join our side in supporting the right. They have the evidence. | Support Matthei! | corruption scandal,0,0,0,0,0,6,1,pre-break,1
post_001747,user_02426,2025-09-21,,,,Right-Radical-Conservative,0.8490612827079962,,constitution/process,call-to-action,contempt,negative,the left,Everyone needs to vote against the left. | constitution process democracy,0,0,0,0,0,6,1,pre-break,1
reply_001748,user_01927,2025-09-21,post_001601,user_04531,Right-Libertarian,Right-Traditional,0.5282958682967608,Kast,security/crime,call-to-action,pride,positive,PC,Support PC now! | Kast must act! | security violence crime | proud support victory,0,1,1,1,0,6,1,pre-break,1
post_001750,user_04377,2025-09-21,,,,Right-Radical-Conservative,0.18907930246089588,Kast,culture/values,identity-boundary,fear,negative,none,"This is about our values, not none's agenda. | Kast must act! | values family tradition",0,0,0,0,0,6,1,pre-break,1
post_001752,user_03903,2025-09-21,,,,Right-Traditional,0.6876782668119173,,democracy/institutions,info-sharing,hope,positive,elites,Here's what elites said about this issue. | democracy institutions | hope optimistic confident,0,0,0,0,0,6,1,pre-break,1
reply_001753,user_00697,2025-09-21,post_001752,user_03903,Right-Traditional,Left,-0.6384774663621606,Jara,democracy/institutions,identity-boundary,neutral,neutral,PC,Real Chileans support PC. | Jara must act! | democracy institutions,0,1,1,0,0,6,1,pre-break,1
post_001755,user_04230,2025-09-21,,,,Right-Traditional,0.547482389802188,,culture/values,identity-boundary,pride,positive,elites,Real Chileans support elites. | values family tradition,0,0,0,0,0,6,1,pre-break,1
reply_001756,user_02229,2025-09-21,post_001664,user_01909,Right-Libertarian,Right-Traditional,0.6739145037306842,Jara,security/crime,identity-boundary,sadness,negative,media,Real Chileans support media. | Jara must act! | security violence crime | sad disappointed devastated,0,1,1,0,0,6,1,pre-break,1
reply_001757,user_02271,2025-09-21,reply_001660,user_04309,Right-Traditional,Right-Traditional,0.21927675778563793,,culture/values,attack,contempt,negative,government,Wake up! government is a threat to everything we stand for. | values family tradition | contemptible beneath us,1,1,3,0,0,6,1,pre-break,1
post_001759,user_01401,2025-09-21,,,,Left,-0.8823234604307805,Jara,immigration,attack,anger,negative,media,media is destroying our country! Cope harder. | Jara must be stopped! | immigration borders | outrage furious enraged,1,0,0,0,0,6,1,pre-break,1
reply_001760,user_03283,2025-09-21,post_001630,user_00766,Right-Libertarian,Left,-0.880147687323742,,immigration,call-to-action,sadness,negative,the right,Everyone needs to vote against the right. | immigration borders | sad disappointed devastated,0,1,1,0,0,6,1,pre-break,1
post_001762,user_01996,2025-09-21,,,,Left,-0.9577183416755185,Matthei,immigration,info-sharing,sadness,negative,government,Here's what government said about this issue. | Matthei must act! | immigration borders | sad disappointed devastated,0,0,0,0,0,6,1,pre-break,1
reply_001763,user_02418,2025-09-22,post_001698,user_03762,Right-Radical-Conservative,Right-Radical-Conservative,-0.9808896501666526,,immigration,attack,anger,negative,migrants,migrants must be defeated. Their supporters are delusional. | immigration borders | outrage furious enraged,1,1,1,0,0,0,0,pre-break,1
post_001765,user_01133,2025-09-22,,,,Right-Radical-Conservative,1.0,Kaiser,democracy/institutions,ridicule,fear,negative,PC,"Sure buddy, PC is totally credible. /s | Kaiser must act! | democracy institutions",0,0,0,0,0,0,0,pre-break,1
reply_001766,user_00244,2025-09-22,post_001703,user_04909,Left,Left,0.2858811323528796,,constitution/process,info-sharing,pride,positive,the left,Update on the left's position. | constitution process democracy,0,1,1,0,0,0,0,pre-break,1
reply_001767,user_00563,2025-09-22,post_001606,user_03224,Left,Right-Libertarian,0.6211507582542961,,immigration,attack,contempt,negative,the left,the left must be defeated. Their supporters are delusional. | immigration borders | contemptible beneath us,1,1,1,0,0,0,0,pre-break,1
post_001769,user_02198,2025-09-22,,,,Right-Libertarian,-0.689344257887026,Kaiser,corruption,ridicule,contempt,negative,the left,Can you believe the left said that? Pathetic. | Kaiser must act! | corruption scandal,0,0,0,0,0,0,0,pre-break,1
reply_001770,user_03513,2025-09-22,post_001662,user_01961,Left,Right-Traditional,0.7587769282867358,,immigration,attack,anger,negative,police,police represents everything wrong. LOL at their agenda. | immigration borders,1,1,1,0,0,0,0,pre-break,1
post_001772,user_04513,2025-09-22,,,,Right-Radical-Conservative,0.845824322910922,,culture/values,call-to-action,neutral,neutral,none,Everyone needs to vote against none. | values family tradition,0,0,0,0,0,0,0,pre-break,1
reply_001773,user_01658,2025-09-22,post_001710,user_00835,Left,Right-Traditional,0.6551955132812322,Kast,constitution/process,attack,disgust,negative,the left,the left is destroying our country! Cope harder. | Kast must be stopped! | constitution process democracy | disgusting appalling repulsive,1,1,1,0,0,0,0,pre-break,1
post_001775,user_01559,2025-09-22,,,,Right-Libertarian,0.5353664668595031,Kaiser,culture/values,defense,pride,positive,media,media is right. Evidence shows they're doing what's needed. | Support Kaiser! | values family tradition | proud support victory,0,0,0,0,0,0,0,pre-break,1
post_001777,user_04583,2025-09-22,,,,Right-Traditional,0.680917768220252,,economy,ridicule,sadness,negative,none,"Sure buddy, none is totally credible. /s | economy jobs inflation",0,0,0,0,0,0,0,pre-break,1
reply_001778,user_03588,2025-09-22,post_001643,user_02538,Right-Radical-Conservative,Left,0.2240614704134199,Matthei,security/crime,ridicule,contempt,negative,the right,the right is hilarious. Not. | Matthei must act! | security violence crime | contemptible beneath us,0,1,1,0,0,0,0,pre-break,1
post_001780,user_04044,2025-09-22,,,,Right-Radical-Conservative,0.6582606954030797,Matthei,democracy/institutions,call-to-action,anger,negative,media,Support media now! | Matthei must act! | democracy institutions | outrage furious,0,0,0,0,0,0,0,pre-break,1
reply_001781,user_03891,2025-09-22,post_001714,user_01698,Right-Traditional,Right-Traditional,0.48703993495544134,,constitution/process,identity-boundary,hope,positive,judiciary,Real Chileans support judiciary. | constitution process democracy | hope optimistic confident,0,1,1,0,0,0,0,pre-break,1
post_001783,user_03402,2025-09-22,,,,Right-Radical-Conservative,0.9630294749111874,Jara,constitution/process,defense,joy,positive,none,Join our side in supporting none. They have the evidence. | Support Jara! | constitution process democracy,0,0,0,0,0,0,0,pre-break,1
reply_001784,user_04849,2025-09-22,reply_001760,user_03283,Left,Left,-0.3915309634264301,Kast,constitution/process,defense,hope,positive,the right,Join our side in supporting the right. They have the evidence. | Support Kast! | constitution process democracy | hope optimistic confident,0,1,2,0,0,0,0,pre-break,1
post_001786,user_01810,2025-09-22,,,,Right-Radical-Conservative,0.5653319020064048,,culture/values,call-to-action,fear,negative,migrants,Support migrants now! | values family tradition | worried concerned terrified,0,0,0,0,0,0,0,pre-break,1
post_001788,user_00321,2025-09-22,,,,Right-Radical-Conservative,0.6616384723252247,Jara,democracy/institutions,call-to-action,anger,negative,none,Support none now! | Jara must act! | democracy institutions | outrage furious,0,0,0,0,0,0,0,pre-break,1
post_001790,user_00350,2025-09-22,,,,Left,0.8028274434417272,Jara,corruption,ridicule,disgust,negative,media,Can you believe media said that? Pathetic. | Jara must act! | corruption scandal,0,0,0,0,0,0,0,pre-break,1
post_001792,user_02272,2025-09-22,,,,Left,-1.0,Kaiser,economy,ridicule,fear,negative,the right,"the right is a joke, honestly. /s They're so serious. | Kaiser must act! | economy jobs inflation | worried concerned terrified",0,0,0,0,0,0,0,pre-break,1
post_001794,user_03340,2025-09-23,,,,Right-Radical-Conservative,0.7487572299844526,Kast,culture/values,defense,hope,positive,judiciary,Join our side in supporting judiciary. They have the evidence. | Support Kast! | values family tradition | hope optimistic confident,0,0,0,0,0,1,0,pre-break,1
reply_001795,user_03363,2025-09-23,reply_001773,user_01658,Right-Traditional,Left,1.0,Kaiser,democracy/institutions,attack,anger,negative,the right,the right must be defeated. Their supporters are delusional. | Kaiser must be stopped! | democracy institutions | outrage furious enraged,1,1,2,0,0,1,0,pre-break,1
post_001797,user_04069,2025-09-23,,,,Left,-0.5070645083271896,,constitution/process,attack,disgust,negative,the right,the right must be defeated. Their supporters are delusional. | constitution process democracy | disgusting appalling repulsive,1,0,0,0,0,1,0,pre-break,1
post_001799,user_04884,2025-09-23,,,,Right-Radical-Conservative,0.7919214738223225,Kaiser,corruption,attack,anger,negative,police,We cannot allow police to continue this madness. You people are pathetic. | Kaiser must be stopped! | corruption scandal | outrage furious enraged,1,0,0,0,0,1,0,pre-break,1
post_001801,user_01405,2025-09-23,,,,Right-Libertarian,0.5884072000663395,Kaiser,economy,attack,neutral,neutral,the left,Stop the left immediately! You don't understand reality. | Kaiser must be stopped! | economy jobs inflation,1,0,0,0,0,1,0,pre-break,1
post_001803,user_00734,2025-09-23,,,,Right-Radical-Conservative,0.6165142637617611,,constitution/process,defense,joy,positive,elites,Join our side in supporting elites. They have the evidence. | constitution process democracy | great excellent fantastic,0,0,0,0,0,1,0,pre-break,1
reply_001804,user_01528,2025-09-23,post_001743,user_04327,Left,Right-Libertarian,0.7778959797865569,Jara,economy,attack,contempt,negative,migrants,migrants must be defeated. Their supporters are delusional. | Jara must be stopped! | economy jobs inflation | contemptible beneath us,1,1,1,0,0,1,0,pre-break,1
post_001806,user_00714,2025-09-23,,,,Left,0.40643556343354675,,culture/values,ridicule,anger,negative,the left,"Sure buddy, the left is totally credible. /s | values family tradition | outrage furious",0,0,0,0,0,1,0,pre-break,1
post_001808,user_04594,2025-09-23,,,,Right-Traditional,0.2214134724822765,,culture/values,call-to-action,pride,positive,police,Everyone needs to vote against police. | values family tradition | proud support victory,0,0,0,0,0,1,0,pre-break,1
post_001810,user_04783,2025-09-23,,,,Right-Libertarian,0.9452912743757377,,security/crime,identity-boundary,joy,positive,traitors within right,Real Chileans support traitors within right. | security violence crime | great excellent fantastic,0,0,0,0,0,1,0,pre-break,1
post_001812,user_01040,2025-09-23,,,,Right-Traditional,-0.2834679355780404,Matthei,immigration,info-sharing,disgust,negative,government,Here's what government said about this issue. | Matthei must act! | immigration borders | disgusting appalling repulsive,0,0,0,0,0,1,0,pre-break,1
post_001814,user_03060,2025-09-23,,,,Right-Traditional,0.6646495003425037,Jara,democracy/institutions,attack,anger,negative,migrants,migrants represents everything wrong. LOL at their agenda. | Jara must be stopped! | democracy institutions | outrage furious enraged,1,0,0,0,0,1,0,pre-break,1
reply_001815,user_01580,2025-09-23,post_001790,user_00350,Left,Right-Radical-Conservative,0.662636743829966,Kast,corruption,ridicule,contempt,negative,judiciary,judiciary is hilarious. Not. | Kast must act! | corruption scandal | contemptible beneath us,0,1,1,0,0,1,0,pre-break,1
reply_001816,user_04135,2025-09-23,post_001737,user_03602,Right-Radical-Conservative,Left,-1.0,,immigration,attack,pride,positive,the right,the right must be defeated. Their supporters are delusional. | immigration borders | proud support victory,1,1,1,0,0,1,0,pre-break,1
reply_001817,user_04733,2025-09-23,post_001797,user_04069,Left,Right-Traditional,0.5026009527966618,,security/crime,call-to-action,pride,positive,the right,Everyone needs to vote against the right. | security violence crime | proud support victory,0,1,1,0,0,1,0,pre-break,1
post_001819,user_00473,2025-09-23,,,,Right-Traditional,0.7581555604502288,,security/crime,call-to-action,contempt,negative,police,Everyone needs to vote against police. | security violence crime,0,0,0,0,0,1,0,pre-break,1
post_001821,user_03470,2025-09-23,,,,Right-Traditional,0.40162410903710655,Kast,immigration,ridicule,contempt,negative,PC,Can you believe PC said that? Pathetic. | Kast must act! | immigration borders | contemptible beneath us,0,0,0,0,0,1,0,pre-break,1
post_001823,user_00976,2025-09-23,,,,Left,-0.8348580585169765,,democracy/institutions,attack,disgust,negative,the right,Stop the right immediately! You don't understand reality. | democracy institutions | disgusting appalling repulsive,1,0,0,0,0,1,0,pre-break,1
post_001825,user_04393,2025-09-23,,,,Right-Traditional,0.5233753939837132,Kaiser,culture/values,defense,disgust,negative,police,police is fighting for us. We need to back them up. | Support Kaiser! | values family tradition | disgusting appalling repulsive,0,0,0,0,0,1,0,pre-break,1
post_001827,user_04264,2025-09-23,,,,Left,0.4846148488441691,,security/crime,attack,fear,negative,the right,Stop the right immediately! You don't understand reality. | security violence crime | worried concerned terrified,1,0,0,0,0,1,0,pre-break,1
post_001829,user_04345,2025-09-23,,,,Right-Traditional,0.9859306617851362,Kast,economy,defense,neutral,neutral,the right,Join our side in supporting the right. They have the evidence. | Support Kast! | economy jobs inflation,0,0,0,0,0,1,0,pre-break,1
reply_001830,user_03262,2025-09-24,post_001810,user_04783,Right-Libertarian,Right-Traditional,0.5173389142971068,Matthei,constitution/process,attack,neutral,neutral,traitors within right,Wake up! traitors within right is a threat to everything we stand for. | Matthei must be stopped! | constitution process democracy,1,1,1,0,0,2,0,pre-break,1
post_001832,user_01605,2025-09-24,,,,Right-Radical-Conservative,0.8068720196029118,Kaiser,culture/values,call-to-action,disgust,negative,the right,Everyone needs to vote against the right. | Kaiser must act! | values family tradition | disgusting appalling repulsive,0,0,0,0,0,2,0,pre-break,1
reply_001833,user_00827,2025-09-24,reply_001778,user_03588,Left,Right-Traditional,0.6893856936714113,Kast,culture/values,attack,contempt,negative,PC,PC represents everything wrong. LOL at their agenda. | Kast must be stopped! | values family tradition | contemptible beneath us,1,1,2,0,0,2,0,pre-break,1
post_001835,user_03984,2025-09-24,,,,Right-Libertarian,0.4036781471111883,Kaiser,democracy/institutions,defense,neutral,neutral,police,police is fighting for us. We need to back them up. | Support Kaiser! | democracy institutions,0,0,0,0,0,2,0,pre-break,1
post_001837,user_02772,2025-09-24,,,,Right-Traditional,0.4424594223741767,Jara,democracy/institutions,identity-boundary,disgust,negative,media,Real Chileans support media. | Jara must act! | democracy institutions | disgusting appalling repulsive,0,0,0,0,0,2,0,pre-break,1
post_001839,user_04780,2025-09-24,,,,Left,-0.8298577322722023,,democracy/institutions,call-to-action,fear,negative,elites,Support elites now! | democracy institutions,0,0,0,0,0,2,0,pre-break,1
post_001841,user_01006,2025-09-24,,,,Right-Traditional,0.6552085490600664,Matthei,democracy/institutions,attack,disgust,negative,media,We cannot allow media to continue this madness. You people are pathetic. | Matthei must be stopped! | democracy institutions | disgusting appalling repulsive,1,0,0,0,0,2,0,pre-break,1
post_001843,user_00716,2025-09-24,,,,Right-Traditional,0.5424186706148351,,democracy/institutions,ridicule,disgust,negative,traitors within right,traitors within right is hilarious. Not. | democracy institutions | disgusting appalling repulsive,0,0,0,0,0,2,0,pre-break,1
post_001845,user_01005,2025-09-24,,,,Right-Traditional,0.5186317559835305,Matthei,security/crime,ridicule,anger,negative,police,"Yeah right, police knows what they're doing. Sure. | Matthei must act! | security violence crime | outrage furious",0,0,0,0,0,2,0,pre-break,1
post_001847,user_00605,2025-09-24,,,,Right-Traditional,0.3646009723082937,,security/crime,ridicule,neutral,neutral,judiciary,Can you believe judiciary said that? Pathetic. | security violence crime,0,0,0,0,0,2,0,pre-break,1
post_001849,user_04264,2025-09-24,,,,Left,0.4846148488441691,Kast,security/crime,ridicule,disgust,negative,the right,"Sure buddy, the right is totally credible. /s | Kast must act! | security violence crime | disgusting appalling repulsive",0,0,0,0,0,2,0,pre-break,1
reply_001850,user_04611,2025-09-24,post_001783,user_03402,Right-Radical-Conservative,Right-Traditional,0.1654659230551998,,constitution/process,attack,disgust,negative,traitors within right,Stop traitors within right immediately! You don't understand reality. | constitution process democracy,1,1,1,0,0,2,0,pre-break,1
reply_001851,user_04361,2025-09-24,post_001790,user_00350,Left,Right-Traditional,0.3632063365107892,,democracy/institutions,call-to-action,anger,negative,media,Everyone needs to vote against media. | democracy institutions | outrage furious,0,1,1,1,0,2,0,pre-break,1
post_001853,user_01488,2025-09-24,,,,Right-Traditional,0.7642632405606808,Jara,constitution/process,call-to-action,joy,positive,the right,Everyone needs to vote against the right. | Jara must act! | constitution process democracy,0,0,0,0,0,2,0,pre-break,1
reply_001854,user_02188,2025-09-24,post_001710,user_00835,Left,Right-Radical-Conservative,1.0,Kaiser,constitution/process,attack,pride,positive,the left,Wake up! the left is a threat to everything we stand for. | Kaiser must be stopped! | constitution process democracy | proud support victory,1,1,1,1,0,2,0,pre-break,1
reply_001855,user_01806,2025-09-24,post_001827,user_04264,Left,Left,-0.8467554565614758,,corruption,ridicule,disgust,negative,the right,"Sure buddy, the right is totally credible. /s | corruption scandal | disgusting appalling repulsive",0,1,1,0,0,2,0,pre-break,1
reply_001856,user_01968,2025-09-24,post_001739,user_04836,Right-Radical-Conservative,Left,-0.6146738619915599,,immigration,attack,hope,positive,the right,the right must be defeated. Their supporters are delusional. | immigration borders,1,1,1,0,0,2,0,pre-break,1
reply_001857,user_01355,2025-09-24,post_001790,user_00350,Left,Right-Traditional,0.004272376174415338,Kast,corruption,ridicule,disgust,negative,the right,"Yeah right, the right knows what they're doing. Sure. | Kast must act! | corruption scandal | disgusting appalling repulsive",0,1,1,2,0,2,0,pre-break,1
reply_001858,user_03498,2025-09-24,reply_001760,user_03283,Left,Left,0.6152006900025682,Jara,culture/values,defense,hope,positive,the right,the right is right. Evidence shows they're doing what's needed. | Support Jara! | values family tradition,0,1,2,1,0,2,0,pre-break,1
reply_001859,user_01565,2025-09-24,post_001696,user_04265,Left,Right-Traditional,0.6609866781464652,,immigration,attack,disgust,negative,PC,Wake up! PC is a threat to everything we stand for. | immigration borders,1,1,1,0,0,2,0,pre-break,1
post_001861,user_02742,2025-09-24,,,,Right-Libertarian,0.6717205913248998,,democracy/institutions,defense,sadness,negative,PC,We must support PC because they fight for our side. | democracy institutions,0,0,0,0,0,2,0,pre-break,1
reply_001862,user_03336,2025-09-24,post_001790,user_00350,Left,Right-Radical-Conservative,1.0,,economy,attack,disgust,negative,the left,Wake up! the left is a threat to everything we stand for. | economy jobs inflation | disgusting appalling repulsive,1,1,1,3,0,2,0,pre-break,1
reply_001863,user_04393,2025-09-24,reply_001770,user_03513,Right-Traditional,Right-Traditional,0.5233753939837132,Kast,economy,info-sharing,disgust,negative,the left,Here's what the left said about this issue. | Kast must act! | economy jobs inflation,0,1,2,0,0,2,0,pre-break,1
reply_001864,user_02590,2025-09-24,post_001849,user_04264,Left,Left,-1.0,Matthei,security/crime,defense,hope,positive,the right,Join our side in supporting the right. They have the evidence. | Support Matthei! | security violence crime,0,1,1,0,0,2,0,pre-break,1
post_001866,user_02133,2025-09-25,,,,Right-Traditional,0.8668269128724782,,economy,defense,anger,negative,judiciary,Support judiciary - they represent our values and our movement. | economy jobs inflation | outrage furious,0,0,0,0,0,3,0,pre-break,1
reply_001867,user_02532,2025-09-25,post_001712,user_02637,Right-Traditional,Right-Radical-Conservative,0.36842030228505185,Kast,security/crime,attack,anger,negative,traitors within right,Stop traitors within right immediately! You don't understand reality. | Kast must be stopped! | security violence crime | outrage furious enraged,1,1,1,0,0,3,0,pre-break,1
post_001869,user_02853,2025-09-25,,,,Left,-0.6282527712006767,Kast,culture/values,info-sharing,neutral,neutral,the right,Update on the right's position. | Kast must act! | values family tradition,0,0,0,0,0,3,0,pre-break,1
reply_001870,user_03606,2025-09-25,post_001861,user_02742,Right-Libertarian,Left,-0.6322450352200782,Jara,democracy/institutions,defense,pride,positive,none,Join our side in supporting none. They have the evidence. | Support Jara! | democracy institutions | proud support victory,0,1,1,0,0,3,0,pre-break,1
reply_001871,user_01247,2025-09-25,reply_001858,user_03498,Left,Left,-0.7069331139475213,Kast,immigration,attack,anger,negative,the right,the right must be defeated. Their supporters are delusional. | Kast must be stopped! | immigration borders | outrage furious enraged,1,1,3,0,0,3,0,pre-break,1
post_001873,user_00648,2025-09-25,,,,Right-Traditional,0.8860530545003831,Kaiser,corruption,call-to-action,pride,positive,migrants,Support migrants now! | Kaiser must act! | corruption scandal | proud support victory,0,0,0,0,0,3,0,pre-break,1
reply_001874,user_04748,2025-09-25,reply_001804,user_01528,Right-Libertarian,Right-Radical-Conservative,0.9537525250557541,Jara,culture/values,attack,anger,negative,the left,the left is destroying our country! Cope harder. | Jara must be stopped! | values family tradition,1,1,2,0,0,3,0,pre-break,1
post_001876,user_01312,2025-09-25,,,,Right-Radical-Conservative,0.6253924051391262,,democracy/institutions,attack,anger,negative,judiciary,judiciary must be defeated. Their supporters are delusional. | democracy institutions | outrage furious enraged,1,0,0,0,0,3,0,pre-break,1
reply_001877,user_03967,2025-09-25,post_001866,user_02133,Right-Traditional,Right-Traditional,1.0,,constitution/process,info-sharing,joy,positive,elites,Update on elites's position. | constitution process democracy | great excellent fantastic,0,1,1,0,0,3,0,pre-break,1
post_001879,user_01215,2025-09-25,,,,Right-Libertarian,-0.7196619694908751,,economy,defense,hope,positive,the right,the right is right. Evidence shows they're doing what's needed. | economy jobs inflation | hope optimistic confident,0,0,0,0,0,3,0,pre-break,1
post_001881,user_04156,2025-09-25,,,,Left,-0.6495622683415133,Matthei,constitution/process,attack,fear,negative,PC,PC must be defeated. Their supporters are delusional. | Matthei must be stopped! | constitution process democracy | worried concerned terrified,1,0,0,0,0,3,0,pre-break,1
reply_001882,user_02118,2025-09-25,post_001745,user_00229,Right-Radical-Conservative,Right-Traditional,0.3695466993793371,Kast,constitution/process,attack,disgust,negative,traitors within right,traitors within right represents everything wrong. LOL at their agenda. | Kast must be stopped! | constitution process democracy | disgusting appalling repulsive,1,1,1,0,0,3,0,pre-break,1
reply_001883,user_04190,2025-09-25,post_001810,user_04783,Right-Libertarian,Right-Radical-Conservative,0.40505909819903696,,security/crime,attack,anger,negative,none,Wake up! none is a threat to everything we stand for. | security violence crime | outrage furious enraged,1,1,1,1,0,3,0,pre-break,1
reply_001884,user_00069,2025-09-25,reply_001781,user_03891,Right-Traditional,Left,-0.6860694670962242,Kaiser,corruption,ridicule,disgust,negative,the right,"the right is a joke, honestly. /s They're so serious. | Kaiser must act! | corruption scandal | disgusting appalling repulsive",0,1,2,0,0,3,0,pre-break,1
post_001886,user_00514,2025-09-25,,,,Left,-0.5901368710883542,Kast,culture/values,attack,contempt,negative,government,Wake up! government is a threat to everything we stand for. | Kast must be stopped! | values family tradition,1,0,0,0,0,3,0,pre-break,1
post_001888,user_03671,2025-09-25,,,,Right-Libertarian,-0.47904472638883633,,economy,ridicule,disgust,negative,media,Can you believe media said that? Pathetic. | economy jobs inflation | disgusting appalling repulsive,0,0,0,0,0,3,0,pre-break,1
post_001890,user_04212,2025-09-25,,,,Left,-0.99826445690568,Matthei,corruption,identity-boundary,hope,positive,judiciary,Real Chileans support judiciary. | Matthei must act! | corruption scandal | hope optimistic confident,0,0,0,0,0,3,0,pre-break,1
reply_001891,user_04438,2025-09-25,post_001890,user_04212,Left,Right-Radical-Conservative,0.6234555192411014,Kast,corruption,attack,anger,negative,media,Stop media immediately! You don't understand reality. | Kast must be stopped! | corruption scandal | outrage furious enraged,1,1,1,0,0,3,0,pre-break,1
reply_001892,user_03531,2025-09-25,post_001799,user_04884,Right-Radical-Conservative,Right-Radical-Conservative,0.9941974886481038,Kast,democracy/institutions,info-sharing,disgust,negative,judiciary,Here's what judiciary said about this issue. | Kast must act! | democracy institutions | disgusting appalling repulsive,0,1,1,0,0,3,0,pre-break,1
post_001894,user_01237,2025-09-25,,,,Left,-0.6433893675482693,,corruption,call-to-action,hope,positive,elites,Support elites now! | corruption scandal,0,0,0,0,0,3,0,pre-break,1
post_001896,user_02316,2025-09-25,,,,Right-Radical-Conservative,-0.8545273779306201,Kaiser,democracy/institutions,attack,joy,positive,the left,the left is destroying our country! Cope harder. | Kaiser must be stopped! | democracy institutions | great excellent fantastic,1,0,0,0,0,3,0,pre-break,1
post_001898,user_04747,2025-09-25,,,,Left,-0.7512107580790504,,economy,info-sharing,pride,positive,the right,Here's what the right said about this issue. | economy jobs inflation,0,0,0,0,0,3,0,pre-break,1
reply_001899,user_02004,2025-09-25,post_001873,user_00648,Right-Traditional,Right-Traditional,0.44289167493855525,Kast,security/crime,info-sharing,joy,positive,the right,Update on the right's position. | Kast must act! | security violence crime,0,1,1,0,0,3,0,pre-break,1
post_001901,user_03324,2025-09-25,,,,Left,-0.9225528156642109,Jara,immigration,identity-boundary,disgust,negative,police,"This is about our values, not police's agenda. | Jara must act! | immigration borders | disgusting appalling repulsive",0,0,0,0,0,3,0,pre-break,1
reply_001902,user_02441,2025-09-25,post_001853,user_01488,Right-Traditional,Right-Radical-Conservative,0.6221221506141695,Kast,constitution/process,call-to-action,pride,positive,traitors within right,Support traitors within right now! | Kast must act! | constitution process democracy | proud support victory,0,1,1,0,0,3,0,pre-break,1
post_001904,user_01860,2025-09-25,,,,Right-Radical-Conservative,0.6111484356085786,Matthei,culture/values,identity-boundary,joy,positive,government,"This is about our values, not government's agenda. | Matthei must act! | values family tradition | great excellent fantastic",0,0,0,0,0,3,0,pre-break,1
post_001906,user_02034,2025-09-25,,,,Left,-0.28786221325441624,Jara,culture/values,info-sharing,fear,negative,the right,Here's what the right said about this issue. | Jara must act! | values family tradition,0,0,0,0,0,3,0,pre-break,1
post_001908,user_03156,2025-09-25,,,,Right-Traditional,0.14875395310408462,,corruption,defense,pride,positive,migrants,Support migrants - they represent our values and our movement. | corruption scandal,0,0,0,0,0,3,0,pre-break,1
reply_001909,user_02003,2025-09-25,post_001780,user_04044,Right-Radical-Conservative,Right-Traditional,0.8417453077344766,Kast,culture/values,attack,joy,positive,traitors within right,traitors within right is destroying our country! Cope harder. | Kast must be stopped! | values family tradition | great excellent fantastic,1,1,1,0,0,3,0,pre-break,1
post_001911,user_03062,2025-09-25,,,,Right-Traditional,0.7955045863895736,Matthei,constitution/process,attack,anger,negative,media,media is destroying our country! Cope harder. | Matthei must be stopped! | constitution process democracy,1,0,0,0,0,3,0,pre-break,1
reply_001912,user_00373,2025-09-25,post_001861,user_02742,Right-Libertarian,Right-Traditional,0.4591090040629551,,economy,identity-boundary,joy,positive,PC,Real Chileans support PC. | economy jobs inflation | great excellent fantastic,0,1,1,1,0,3,0,pre-break,1
reply_001913,user_02801,2025-09-26,reply_001909,user_02003,Right-Traditional,Right-Libertarian,0.9916304453825426,,constitution/process,attack,contempt,negative,the left,Wake up! the left is a threat to everything we stand for. | constitution process democracy | contemptible beneath us,1,1,2,0,0,4,0,pre-break,1
post_001915,user_00974,2025-09-26,,,,Right-Radical-Conservative,0.7682923655273047,,culture/values,call-to-action,anger,negative,traitors within right,Support traitors within right now! | values family tradition | outrage furious,0,0,0,0,0,4,0,pre-break,1
post_001917,user_02118,2025-09-26,,,,Right-Traditional,0.3695466993793371,Kast,economy,ridicule,anger,negative,migrants,migrants is hilarious. Not. | Kast must act! | economy jobs inflation,0,0,0,0,0,4,0,pre-break,1
post_001919,user_02058,2025-09-26,,,,Right-Traditional,0.19711718752037588,Kast,democracy/institutions,ridicule,disgust,negative,PC,PC is hilarious. Not. | Kast must act! | democracy institutions | disgusting appalling repulsive,0,0,0,0,0,4,0,pre-break,1
post_001921,user_01906,2025-09-26,,,,Left,0.36573848172578277,Matthei,democracy/institutions,attack,disgust,negative,migrants,We cannot allow migrants to continue this madness. You people are pathetic. | Matthei must be stopped! | democracy institutions,1,0,0,0,0,4,0,pre-break,1
post_001923,user_03466,2025-09-26,,,,Right-Libertarian,-0.8504469073054884,,immigration,attack,contempt,negative,government,Wake up! government is a threat to everything we stand for. | immigration borders | contemptible beneath us,1,0,0,0,0,4,0,pre-break,1
